Course,Title,Units,Lec/Sec,Days,Begin,End,Bldg/Room,Location,Instructor(s),
16745,Dynamic Optimization,12,A,MW,03:00PM,04:20PM,NSH 3002,"Pittsburgh, Pennsylvania",Atkeson,
16761,Mobile Robots:,12,,,,,,,,
,Mobile Robots,,A,TR,01:30PM,02:50PM,GHC 4101,"Pittsburgh, Pennsylvania",Kelly,
16778,Mechatronic Design,12,Lec,MW,02:30PM,04:20PM,HH B103,"Pittsburgh, Pennsylvania","Neuman, Dolan",
,,,A,TBA,,,HH 1307,"Pittsburgh, Pennsylvania","Neuman, Dolan",
16822,Geometry-based Methods in Vision:,12,,,,,,,,
,Geometry-based Methods in Vision,,A,MW,01:30PM,02:50PM,NSH 3002,"Pittsburgh, Pennsylvania",Hebert,
16824,Visual Learning and Recognition:,12,,,,,,,,
,VISUAL LEARNING & RECOGNITION,,A,MW,12:00PM,01:20PM,NSH 3002,"Pittsburgh, Pennsylvania",Gupta,
16850,Systems Engineering,12,A,TR,10:30AM,11:50AM,NSH 3002,"Pittsburgh, Pennsylvania",Wettergreen,
16865,Advanced Mobile Robot Development,12,A,MW,03:00PM,04:20PM,GHC 5222,"Pittsburgh, Pennsylvania",Whittaker,
16897,Seminar on Robotics,0,A,F,03:00PM,05:30PM,NSH 1305,"Pittsburgh, Pennsylvania",Instructor TBA,
16990,Practicum,Jan-48,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Simmons,
16991,Practicum,Mar-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
16995,Independent Study,0-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
16997,Reading and Research in Robotics,0-48,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,PP,TBA,,,TBA,"Lisbon, Portugal",Instructor TBA,
Silicon Valley,,,,,,,,,,
96703,Metrics for Software Engineers,12,A4,T,01:00PM,02:20PM,B23 109,"San Jose, California",Peraire,
,,,B4,T,06:30PM,07:50PM,B23 109,"San Jose, California",Erdogmus,
96709,Avoiding Software Project Failures,12,A3,W,06:30PM,07:50PM,B23 118,"San Jose, California",Peraire,
96710,Software Engineering Practicum,24,A,T,06:30PM,07:30PM,B23 212,"San Jose, California",Zhang,
96714,Java for Smart Phone Development,12,A,TR,09:30AM,11:50AM,B23 211,"San Jose, California",Singh,
96736,Special Topics: Service Oriented Computing,12,A,M,10:30AM,11:50AM,B23 211,"San Jose, California",Zhang,
,,,B,M,01:30PM,02:50PM,TBA,"Pittsburgh, Pennsylvania",Zhang,
96777,Data Analytics:,6,,,,,,,,
,Data Analytics,,A4,T,05:30PM,07:20PM,B23 109,"San Jose, California",Mengshoel,
96781,Metrics for Software Managers,12,A4,M,06:30PM,07:50PM,B23 118,"San Jose, California",Mercier,
96782,Process and Project Management,12,A3,TR,09:00AM,10:50AM,B23 109,"San Jose, California",Mercier,
,,,B3,W,05:30PM,09:20PM,B23 211,"San Jose, California",Root,
,Process and Project Management:,,,,,,,,,
,Process and Project Management,,R3,W,05:30PM,09:20PM,TBA,"San Jose, California",Root,
96783,Managing Software Professionals,12,A4,T,06:30PM,07:50PM,B23 212,"San Jose, California",Milholland,
,,,B4,T,02:30PM,04:00PM,B23 212,"San Jose, California",Mercier,
96790,Software Product Strategy:,12,,,,,,,,
,Software Product Strategy,,A3,MW,01:30PM,03:20PM,B23 212,"San Jose, California",Wasserman,
,Software Product Strategy:,,,,,,,,,
,Software Product Strategy,,B3,T,05:30PM,09:20PM,B23 110,"San Jose, California",Wasserman,
,Software Product Strategy:,,,,,,,,,
,Software Product Strategy,,R3,T,05:30PM,09:20PM,TBA,"San Jose, California",Wasserman,
96791,The Business of Software,12,A4,TR,02:00PM,03:50PM,B19 1065,"San Jose, California",Thomas,
,,,B4,R,05:30PM,09:20PM,B23 118,"San Jose, California",Thomas,
,The Business of Software:,,,,,,,,,
,The Business of Software,,R4,R,05:30PM,09:20PM,TBA,"San Jose, California",Thomas,
96796,Human-Computer Interaction:,6,,,,,,,,
,Human Computer Interaction,,A4,T,07:30PM,09:20PM,B23 109,"San Jose, California",Instructor TBA,
96808,Organizational Behavior for High Tech Knowledge Industry,12,A4,W,06:30PM,07:50PM,B23 212,"San Jose, California",Root,
96809,Enterprise Innovation,VAR,A,MW,04:00PM,05:50PM,B23 211,"San Jose, California",Evans,
,,,,T,03:00PM,06:50PM,B23 211,"San Jose, California",,
,,,B,MW,07:00PM,08:50PM,INT 103,"Pittsburgh, Pennsylvania",Instructor TBA,
96822,The Mobile Ecosystem,6,A4,W,01:30PM,03:20PM,B23 211,"San Jose, California",Fong,
,,,B4,W,04:30PM,06:20PM,INI DEC,"Pittsburgh, Pennsylvania",Fong,
96826,Directed Research,Dec-36,A,TBA,,,DNM DNM,"San Jose, California",Sedano,
96827,Improvisation for Engineers,3,A,F,02:30PM,04:00PM,B23 109,"San Jose, California",Sedano,
96836,Wireless Network Security,12,A,TR,10:30AM,11:50AM,B23 118,"San Jose, California",Tague,
96838,Craft of Software Development,12,A,TR,10:30AM,11:50AM,B19 1065,"San Jose, California",Sedano,
96839,Special Topics in Signal Processing: Advance Speech Lab:,12,,,,,,,,
,Advanced Speech Lab,,A,W,09:30AM,11:20AM,B23 211,"San Jose, California",Lane,
96840,Special Topics in Systems and Control:,12,,,,,,,,
,Stochastic Optimization with Applications,,A,MW,01:30PM,02:50PM,B23 212,"San Jose, California",Lohn,
96842,Special Topic in Signal Processing::,12,,,,,,,,
,Advanced Machine Learning,,A,TR,09:00AM,10:20AM,B23 118,"San Jose, California",Mengshoel,
96843,Independent Study,24-Dec,A,TBA,,,DNM DNM,"San Jose, California",Mercier,
Social & Decision Sciences,,,,,,,,,,
88051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Miller,
88061,Washington Semester,36-45,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
88118,HSS Freshman Seminar: Social Simulation,9,A,TR,01:30PM,02:50PM,WEH 5201,"Pittsburgh, Pennsylvania",Instructor TBA,
88120,"Reason, Passion and Cognition",9,A,TR,03:00PM,04:20PM,DH 1212,"Pittsburgh, Pennsylvania",Argo,
88124,Freshman Seminar: Democracies and War,9,A,TR,09:00AM,10:20AM,SH 212,"Pittsburgh, Pennsylvania",Bausch,
88198,Research Training: Social and Decision Sciences,"6,9",C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,K,TBA,,,TBA,"Pittsburgh, Pennsylvania",Skinner,
,,,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Golman,
,,,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
88205,Comparative Politics,9,A,TR,09:00AM,10:20AM,PH A18C,"Pittsburgh, Pennsylvania",Clarke,
88221,Policy Analysis II,9,A,MW,10:30AM,11:50AM,SH 219,"Pittsburgh, Pennsylvania",Fong,
88223,Decision Analysis and Decision Support Systems,9,A,TR,10:30AM,11:50AM,BH 136A,"Pittsburgh, Pennsylvania","Yu, Golman",
88252,"Causal Inference in the Field: Using Data to Study Crime, Love, Sports & More",9,A,TR,03:00PM,04:20PM,PH 225B,"Pittsburgh, Pennsylvania",Bhargava,
88260,Organizations,9,A,MW,01:30PM,02:50PM,PH A18B,"Pittsburgh, Pennsylvania",Instructor TBA,
88284,Topics of Law: The Bill of Rights,9,A,T,06:30PM,09:20PM,PH A18A,"Pittsburgh, Pennsylvania",Miller,
88320,Domestic Politics and International Affairs,9,A,TR,01:30PM,02:50PM,SH 220,"Pittsburgh, Pennsylvania",Ohtsuki,
88337,The Privatization of Force,9,A,MW,03:00PM,04:20PM,DH 2122,"Pittsburgh, Pennsylvania",Dunigan,
88367,Behavioral Economics in the Wild,9,A,TR,01:30PM,02:50PM,SH 208,"Pittsburgh, Pennsylvania",Bhargava,
88384,Conflict and Conflict Resolution in International Relations,9,A,TR,12:00PM,01:20PM,SH 214,"Pittsburgh, Pennsylvania",Paulos,
88389,Terrorism and Insurgency,9,A,TR,10:30AM,11:50AM,PH 126A,"Pittsburgh, Pennsylvania",Pechenkina,
88393,Legislative Decision-Making: U.S. Congress,9,A,MW,01:30PM,02:50PM,PH 226A,"Pittsburgh, Pennsylvania",McGovern,
88398,Independent Study,18-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Fischbeck,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Downs,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,H,TBA,,,TBA,"Pittsburgh, Pennsylvania",Hounshell,
,,,J,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,L,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loewenstein,
,,,M,TBA,,,TBA,"Pittsburgh, Pennsylvania",Gonzalez,
,,,N,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,P,TBA,,,TBA,"Pittsburgh, Pennsylvania",Fong,
,,,Q,TBA,,,TBA,"Pittsburgh, Pennsylvania",Fischhoff,
,,,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Branstetter,
,,,S,TBA,,,TBA,"Pittsburgh, Pennsylvania",Skinner,
88399,Undergraduate Research,18-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Fischbeck,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Bhargava,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Fischhoff,
,,,G,TBA,,,TBA,"Pittsburgh, Pennsylvania",Argo,
,,,K,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,L,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loewenstein,
,,,M,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,N,TBA,,,TBA,"Pittsburgh, Pennsylvania",Broomell,
,,,P,TBA,,,DNM DNM,Pre-College Pittsburgh,Pechenkina,
,,,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Branstetter,
,,,V,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Bausch,
88404,Economics of the Internet and the Digital Economy,9,A,TR,09:00AM,10:20AM,DH 1117,"Pittsburgh, Pennsylvania",Querbes-Revier,
88413,"Energy and Climate: History, Science, Technology, & Policy in the US 1776-2076",9,A,MW,03:00PM,04:20PM,PH 125B,"Pittsburgh, Pennsylvania",Hounshell,
88426,Topics in Policy and Management,9,A,MW,10:30AM,11:50AM,PH A19,"Pittsburgh, Pennsylvania",Instructor TBA,
88427,Topics in International Relations & Politics,9,A,TR,03:00PM,04:20PM,PH A19,"Pittsburgh, Pennsylvania",Instructor TBA,
88428,Topics in Decision Science,9,A,MW,12:00PM,01:20PM,HBH 1002,"Pittsburgh, Pennsylvania",Instructor TBA,
88435,Analysis of Uncertain Social Systems,9,A,TR,09:00AM,10:20AM,PH A21,"Pittsburgh, Pennsylvania",Broomell,
88450,IRP Capstone Policy Forum,VAR,A,F,04:15PM,06:15PM,MDC 510,"Washington, District of Columbia:Dulles",Skinner,
88451,Policy Analysis Senior Project,12,A,TR,03:00PM,04:50PM,PH A18C,"Pittsburgh, Pennsylvania","Matthews, Casman",
,,,B,TR,03:00PM,04:50PM,PH 226C,"Pittsburgh, Pennsylvania","Klima, Argo",
88499,Advanced Undergraduate Research,12-Jan,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,J,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,N,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
88505,Undergraduate Internship,9-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
88623,Decision Analysis and Decision Support Systems,12,A,TR,10:30AM,11:50AM,BH 136A,"Pittsburgh, Pennsylvania",Fischbeck,
88635,Analysis of Uncertain Social Systems,12,A,MW,01:30PM,02:50PM,PH A21,"Pittsburgh, Pennsylvania",Broomell,
88667,Behavioral Economics in the Wild,12,A,TR,01:30PM,02:50PM,SH 208,"Pittsburgh, Pennsylvania",Bhargava,
88762,Dynamic Models for Firm Decision Making and Industrial Competition,12,PP,TBA,,,TBA,"Lisbon, Portugal",Instructor TBA,
88791,"Entrepreneurship, Growth and Industrial Change",12,PP,TBA,,,TBA,"Lisbon, Portugal",Instructor TBA,
88898,Graduate Independent Study,0-48,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Fischbeck,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Morewedge,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Borzutzky,
,,,H,TBA,,,TBA,"Pittsburgh, Pennsylvania",Hounshell,
,,,J,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,K,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,L,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loewenstein,
,,,N,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,Q,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,S,TBA,,,TBA,"Pittsburgh, Pennsylvania",Gonzalez,
88901,Graduate Research Seminar II,6,A,F,01:00PM,02:20PM,PH 223D,"Pittsburgh, Pennsylvania",Miller,
88905,Outside Research,Jan-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loewenstein,
88928,PHD International Microeconomics,12,A,M,01:30PM,04:20PM,HBH 2503,"Pittsburgh, Pennsylvania",Branstetter,
88940,Pre-Dissertation,0-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
88950,Dissertation,12-May,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loewenstein,
88951,Dissertation,36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Loewenstein,
88998,Graduate Reading and Research,0-36,PP,TBA,,,DNM DNM,"Lisbon, Portugal",Instructor TBA,
Software Engineering,,,,,,,,,,
17603,Intro to Team Software Process,6,A4,MW,10:30AM,11:50AM,SCR 265,"Pittsburgh, Pennsylvania",Rosso-Llopart,
17610,Risk Management for Software Intensive Projects,6,A3,MW,10:30AM,11:50AM,SCR 265,"Pittsburgh, Pennsylvania","Rosso-Llopart, Root",
,,,D3,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Root,
17615,Software Process Definition,9,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Rozum,
17619,Introduction to Real-Time Software and Systems,12,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Clark,
17638,Systems Architecture for Managers,6,A4,MW,10:30AM,11:50AM,WEH 5304,"Pittsburgh, Pennsylvania",Bass,
17639,Mangement of Software Development for Technology Executives,6,A4,TR,10:30AM,11:50AM,NSH 1305,"Pittsburgh, Pennsylvania","Rosso-Llopart, Miranda",
17645,"Technology Innovation, Adoption and Diffusion",12,A,MW,01:30PM,02:50PM,SCR 265,"Pittsburgh, Pennsylvania",Kemerer,
17654,Analysis of Software Artifacts,12,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Gennari,
,,,Lec,TR,01:30PM,02:50PM,SCR 265,"Pittsburgh, Pennsylvania","Miranda, Legoues",
,,,A,M,12:00PM,01:20PM,SCR 265,"Pittsburgh, Pennsylvania",Gennari,
17655,Architectures for Software Systems,12,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Mellinger,
,,,Lec,MW,05:30PM,06:50PM,SCR 265,"Pittsburgh, Pennsylvania","Garlan, Lattanze",
,,,A,F,12:00PM,01:20PM,SCR 265,"Pittsburgh, Pennsylvania","Garlan, Lattanze",
17657,Communication for Software Engineers II,3,A,M,03:30PM,04:50PM,WEH 5304,"Pittsburgh, Pennsylvania","Ciroli, Kolenich",
,,,C,T,03:30PM,04:50PM,TBD TBD,"Pittsburgh, Pennsylvania",Keating,
17672,Software Development Studio II,12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Root,
17677,MSIT Project I,0-24,A,TR,10:30AM,11:50AM,SCR 265,"Pittsburgh, Pennsylvania",Lattanze,
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Rosso-Llopart, Root",
17678,MSIT Project II,Dec-36,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Rosso-Llopart, Root",
17691,Software Development Tools,6,D4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Rozum,
17699,Independent Study,27-Mar,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Rosso-Llopart,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Rosso-Llopart,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Rosso-Llopart,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Rosso-Llopart,
17705,ISR Ph.D Alternative Elective,12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
17706,ISR Ph.D Elective,12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
17754,Analysis of Software Artifacts,12,Lec,TR,01:30PM,02:50PM,SCR 265,"Pittsburgh, Pennsylvania","Miranda, Legoues",
,,,A,M,12:00PM,01:20PM,SCR 265,"Pittsburgh, Pennsylvania",Gennari,
17755,Architectures for Software Systems,12,Lec,MW,05:30PM,06:50PM,SCR 265,"Pittsburgh, Pennsylvania","Garlan, Lattanze",
,,,A,F,12:00PM,01:20PM,SCR 265,"Pittsburgh, Pennsylvania","Garlan, Lattanze",
17791,Software Engineering Seminar,3,A,M,03:30PM,04:50PM,NSH 1305,"Pittsburgh, Pennsylvania",Aldrich,
17806,Software Engineering Independent Study,Jan-48,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Aldrich,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Breaux,
,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Garlan,
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Herbsleb,
,,,E,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kastner,
,,,F,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Legoues,
,,,G,TBA,,,TBA,"Pittsburgh, Pennsylvania",Scherlis,
,,,H,TBA,,,TBA,"Pittsburgh, Pennsylvania",Shaw,
17997,Graduate Reading and Research,Jan-48,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Aldrich,
,,,PP,TBA,,,DNM DNM,"Lisbon, Portugal",Aldrich,
17998,Software Engineering Internship,36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Aldrich,
Statistics,,,,,,,,,,
36051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",TBA,
36149,Freshman Seminar: Astronomy in the Era of Big Data:,9,,,,,,,,
,Astronomy in the Era of Big Data,,A,TR,10:30AM,11:50AM,TBD TBD,"Pittsburgh, Pennsylvania",Freeman,
36198,Research Training: Statistics,9,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Freeman,
36201,Statistical Reasoning and Practice,9,W,R,10:30AM,11:20AM,TBA,"Doha, Qatar",Helu,
,,,,UT,10:30AM,11:50AM,TBA,"Doha, Qatar",,
,,,Lec,MWF,10:30AM,11:20AM,DH 2210,"Pittsburgh, Pennsylvania",Weinberg,
,,,A,R,10:30AM,11:20AM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
,,,B,R,02:30PM,03:20PM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
,,,C,F,09:30AM,10:20AM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
,,,D,F,12:30PM,01:20PM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
,,,E,F,02:30PM,03:20PM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
,,,F,F,03:30PM,04:20PM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
36202,Statistical Methods,9,Lec,MWF,09:30AM,10:20AM,DH 2210,"Pittsburgh, Pennsylvania",Weinberg,
,,,A,R,09:30AM,10:20AM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
,,,B,R,12:30PM,01:20PM,BH 140CE,"Pittsburgh, Pennsylvania",Weinberg,
,,,C,R,03:30PM,04:20PM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
,,,D,F,10:30AM,11:20AM,WEH 5202,"Pittsburgh, Pennsylvania",Weinberg,
,,,E,F,11:30AM,12:20PM,WEH 5202,"Pittsburgh, Pennsylvania",Weinberg,
,,,F,F,01:30PM,02:20PM,HL CLSTR,"Pittsburgh, Pennsylvania",Weinberg,
36208,Regression Analysis,9,Lec 1,MW,10:30AM,11:20AM,GHC 4215,"Pittsburgh, Pennsylvania",Ferreyra,
,,,A,F,10:30AM,11:20AM,PH 225B,"Pittsburgh, Pennsylvania",Ferreyra,
,,,B,F,10:30AM,11:20AM,WEH 5312,"Pittsburgh, Pennsylvania",Ferreyra,
,,,C,F,10:30AM,11:20AM,WEH 5310,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,Lec 2,MW,11:30AM,12:20PM,GHC 4215,"Pittsburgh, Pennsylvania",Ferreyra,
,,,D,F,11:30AM,12:20PM,PH 225B,"Pittsburgh, Pennsylvania",Ferreyra,
,,,E,F,11:30AM,12:20PM,CFA 102,"Pittsburgh, Pennsylvania",Ferreyra,
,,,F,F,11:30AM,12:20PM,WEH 5310,"Pittsburgh, Pennsylvania",Instructor TBA,
36217,Probability Theory and Random Processes,9,A,TR,03:00PM,04:20PM,PH 100,"Pittsburgh, Pennsylvania",Rinaldo,
36220,Engineering Statistics and Quality Control,9,A,MWF,11:30AM,12:20PM,PH 100,"Pittsburgh, Pennsylvania",Rojas Pena,
36226,Introduction to Statistical Inference,9,A,MWF,09:30AM,10:20AM,GHC 4401,"Pittsburgh, Pennsylvania",Nugent,
36247,Statistics for Lab Sciences,9,A,MWF,11:30AM,12:20PM,PH 100,"Pittsburgh, Pennsylvania",Rojas Pena,
36295,Independent Study,0-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Eddy,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
36303,"Sampling, Survey and Society",9,A,TR,03:00PM,04:20PM,WEH 5403,"Pittsburgh, Pennsylvania",Murray,
36315,Statistical Graphics and Visualization,9,Lec,MW,12:30PM,01:20PM,PH 125C,"Pittsburgh, Pennsylvania",Rodu,
,,,A,F,12:30PM,01:20PM,WEH 5201,"Pittsburgh, Pennsylvania",Rodu,
,,,B,F,12:30PM,01:20PM,BH 140F,"Pittsburgh, Pennsylvania",Rodu,
,Statistical Graphics and Visualization:,,,,,,,,,
,Statistical Graphics and Visualization,,C,F,12:30PM,01:20PM,BH 140C,"Pittsburgh, Pennsylvania",Rodu,
36326,Mathematical Statistics (Honors),9,A,MWF,09:30AM,10:20AM,BH 237B,"Pittsburgh, Pennsylvania",Lee,
36395,Independent Study,VAR,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Eddy,
36402,Advanced Methods for Data Analysis,9,A,TR,10:30AM,11:50AM,WEH 7500,"Pittsburgh, Pennsylvania","Shalizi, Cai",
36410,Introduction to Probability Modeling,9,A,TR,12:00PM,01:20PM,BH A53,"Pittsburgh, Pennsylvania",Jin,
36428,Time Series,6,A3,TR,03:00PM,04:20PM,HBH 1511,"Pittsburgh, Pennsylvania",Instructor TBA,
36459,Statistical Models of the Brain,12,A,TR,10:30AM,11:50AM,MI 355,"Pittsburgh, Pennsylvania",Instructor TBA,
36462,Special Topics: Data Mining:,9,,,,,,,,
,Data Mining,,A,TR,01:30PM,02:50PM,HH B103,"Pittsburgh, Pennsylvania",G'Sell,
36490,Undergraduate Research,9,A,MW,10:30AM,11:50AM,WEH 8427,"Pittsburgh, Pennsylvania",Nugent,
36494,Astrostatistics:,6,,,,,,,,
,Astrostatistics,,A4,TR,03:00PM,04:20PM,PH 226A,"Pittsburgh, Pennsylvania",Cisewski,
36495,Independent Study,0-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Lei,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Eddy,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Seltman,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Steorts,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Thomas,
36497,Practicum in Statistics,Jan-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
36595,Advanced Undergraduate Research,0-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Shalizi,
36602,Perspectives in Data Science II,12,A,MWF,10:30AM,11:50AM,PH A21,"Pittsburgh, Pennsylvania","Greenhouse, Seltman",
36608,Advanced Methods for Data Analysis,9,A,TR,10:30AM,11:50AM,WEH 7500,"Pittsburgh, Pennsylvania","Shalizi, Cai",
36610,Intro to Probability Modeling,9,A,TR,12:00PM,01:20PM,BH A53,"Pittsburgh, Pennsylvania",Jin,
36618,Topic in Data Analysis,12,A,TR,09:00AM,10:20AM,GHC 4301,"Pittsburgh, Pennsylvania",Seltman,
36662,Topics in Statistics: Data Mining:,9,,,,,,,,
,Data Mining,,A,TR,01:30PM,02:50PM,HH B103,"Pittsburgh, Pennsylvania",G'Sell,
36694,Astrostatistics:,6,,,,,,,,
,Astrostatistics,,A4,TR,03:00PM,04:20PM,PH 226A,"Pittsburgh, Pennsylvania",Cisewski,
36695,Independent Study,0-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Nugent,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
36702,Statistical Machine Learning,12,A,MW,01:30PM,02:50PM,DH 1212,"Pittsburgh, Pennsylvania","Wasserman, Tibshirani",
36725,Convex Optimization:,"9,12",,,,,,,,
,Convex Optimization,,A,MW,10:30AM,11:50AM,DH 1212,"Pittsburgh, Pennsylvania",Tibshirani,
36726,Statistical Practice,12,A,MW,01:30PM,02:50PM,WEH 8427,"Pittsburgh, Pennsylvania","Greenhouse, Cai",
36728,Time Series:,6,,,,,,,,
,Time Series,,A3,TR,03:00PM,04:20PM,HBH 1511,"Pittsburgh, Pennsylvania",Schervish,
36733,Probability Models and Stochastic Processes:,6,,,,,,,,
,Probability Models and Stochastic Processes,,A4,TR,10:30AM,11:50AM,HH B131,"Pittsburgh, Pennsylvania",Ventura,
36734,Statistical Computing:,6,,,,,,,,
,Statistical Computing,,A3,TR,10:30AM,11:50AM,PH 226B,"Pittsburgh, Pennsylvania",Freeman,
36752,Advanced Probability Overview,12,A,MWF,09:30AM,10:20AM,PH A22,"Pittsburgh, Pennsylvania",Lei,
36757,Advanced Data Analysis I,12,A,TR,01:30PM,02:50PM,WEH 5328,"Pittsburgh, Pennsylvania",Ventura,
36759,Statistical Models of the Brain:,12,,,,,,,,
,Statistical Models of the Brain,,A,TR,10:30AM,11:50AM,MI 355,"Pittsburgh, Pennsylvania",Kass,
